Time,Roll,Pitch,Roll Correction,Pitch Correction,Height
1.28,-0.001717198063,0.003388367261,-0.02819060251,0.03955561655,1.465096214
1.29,-0.001878886153,0.003577108625,-0.02677196335,0.03577335441,1.498556885
1.3,-0.002024047834,0.003730140651,-0.02510813599,0.03164521335,1.532249924
1.31,-0.002151376773,0.003846073478,-0.02321570475,0.02721380523,1.566179228
1.32,-0.002259741225,0.003923895416,-0.0211135815,0.02252486701,1.600348697
1.33,-0.00234819572,0.00396298334,-0.01882281193,0.01762677168,1.634762229
1.34,-0.002415990832,0.003963108941,-0.01636636,0.0125700117,1.669423716
1.35,-0.002462580951,0.003924440785,-0.01376887261,0.007406661313,1.704337031
1.36,-0.00248762995,0.00384754217,-0.011056427,0.002189823769,1.739506029
1.37,-0.002491015145,0.003733364899,-0.008256321147,-0.003026918543,1.774934458
1.38,-0.002472833851,0.003583237385,-0.005397434062,-0.008190280857,1.81062472
1.39,-0.002433393338,0.003398842873,-0.002508034571,-0.01324863083,1.846578262
1.4,-0.002373205487,0.003182198845,0.000383624853,-0.01815190374,1.882796445
1.41,-0.002292984158,0.002935636644,0.003248963622,-0.02285163904,1.919280595
1.42,-0.00219363813,0.00266177817,0.006059672389,-0.02730143941,1.956032008
1.43,-0.002076262071,0.002363509663,0.008787997302,-0.03145743464,1.99305195
1.44,-0.001942125649,0.002043952849,0.01140701884,-0.0352787195,2.030341662
1.45,-0.001792660879,0.001706433746,0.01389092179,-0.03872776114,2.067902369
1.46,-0.001629447844,0.001354449445,0.01621525429,-0.0417707719,2.105735279
1.47,-0.00145419892,0.0009916331985,0.01835717284,-0.04437804492,2.143841596
1.48,-0.00126874169,0.0006217181532,0.02029567135,-0.04652424901,2.182222524
1.49,-0.001075000687,0.0002485001033,0.02201179149,-0.04818868096,2.220879275
1.5,-0.0008749781713,-0.0001242003918,0.02348881268,-0.04935547223,2.259813073
1.51,-0.0006707341295,-0.0004925761436,0.02471241952,-0.05001374867,2.299025162
1.52,-0.0004643656896,-0.0008528713529,0.02567084525,-0.05015774119,2.338516811
1.53,-0.0002579861657,-0.001201419137,0.02635498962,-0.04978684622,2.378289319
1.54,-5.37E-05,-0.001534678193,0.02675851003,-0.0489056349,2.418344014
1.55,0.0001463986191,-0.001849268223,0.02687788514,-0.04752381051,2.45868226
1.56,0.0003402859474,-0.00214200378,0.02671244997,-0.04565611399,2.499305454
1.57,0.0005259896489,-0.00240992616,0.02626440258,-0.043322178,2.540215024
1.58,0.0007016445936,-0.002650360142,0.02554097318,-0.04054994353,2.581411163
1.59,0.0008655358826,-0.002860990457,0.02455599111,-0.03737848049,2.622890185
1.6,0.001016040411,-0.003039802092,0.02331598956,-0.03384008768,2.664647742
1.61,0.001151669247,-0.003185079617,0.02183345215,-0.02996796467,2.706679496
1.62,0.001271081903,-0.003295423248,0.02012320651,-0.02579844197,2.748981116
1.63,0.001373099183,-0.003369762813,0.01820228211,-0.02137075411,2.791548269
1.64,0.001456714479,-0.00340736863,0.0160897459,-0.01672667556,2.834376618
1.65,0.001521103395,-0.003407859146,0.01380651838,-0.01191012598,2.877461809
1.66,0.001565631627,-0.00337120526,0.01137517124,-0.006966753573,2.920799471
1.67,0.001589860987,-0.003297731281,0.008819709133,-0.001943501227,2.964385212
1.68,0.001593553555,-0.003188112497,0.006165337303,0.00311184014,3.008214607
1.69,0.001576673869,-0.003043369399,0.003438217557,0.008151086229,3.052283204
1.7,0.00153938918,-0.002864858601,0.0006652150159,0.01312611753,3.096586518
1.71,0.001482067733,-0.002654260553,-0.002126362111,0.01798933637,3.141120027
1.72,0.001405275107,-0.002413564167,-0.004909026802,0.02269411855,3.185879178
1.73,0.00130976865,-0.002145048507,-0.007655379447,0.02719525525,3.230859387
1.74,0.001196494186,-0.001851276567,-0.01033782249,0.03144740099,3.276057161
1.75,0.001066582183,-0.001535089761,-0.01292864305,0.03540499977,3.321471044
1.76,0.0009213284779,-0.001199561182,-0.01540208404,0.03902779862,3.367099689
1.77,0.0007621839179,-0.0008479627383,-0.01773321888,0.04227915172,3.412941732
1.78,0.0005907398843,-0.0004837326152,-0.01989853446,0.04512608638,3.458995801
1.79,0.0004087124294,-0.0001104412233,-0.02187616369,0.0475396116,3.505260521
1.8,0.0002179251839,0.0002682441289,-0.02364610179,0.04949500078,3.551734521
1.81,2.03E-05,0.0006485955084,-0.02519040424,0.05097203477,3.598416441
1.82,-0.0001822060763,0.001026861237,-0.02649336442,0.05195520254,3.645304935
1.83,-0.0003875325579,0.001399303025,-0.02754166924,0.05243385749,3.692398679
1.84,-0.0005936237315,0.001762233013,-0.02832453127,0.05240232766,3.739696375
1.85,-0.0007984052032,0.002112050358,-0.02883379589,0.05185997838,3.787196755
1.86,-0.0009998133331,0.002445277014,-0.02906402271,0.05081122631,3.83489858
1.87,-0.001195815767,0.002758592365,-0.02901253993,0.04926550428,3.882800645
1.88,-0.001384431663,0.00304886635,-0.02867947174,0.04723717655,3.930901779
1.89,-0.001563751408,0.003313190768,-0.02806773763,0.044745405,3.979200839
1.9,-0.001731955636,0.003548908421,-0.02718302448,0.04181396687,4.027696713
1.91,-0.001887333354,0.00375363983,-0.02603373075,0.03847102559,4.07638831
1.92,-0.002028298995,0.003925307203,-0.0246308841,0.03474885656,4.125274564
1.93,-0.002153408232,0.004062155452,-0.02298803255,0.03068353067,4.174354419
1.94,-0.002261372393,0.004162769991,-0.0211211108,0.02631455842,4.22362683
1.95,-0.002351071333,0.00422609117,-0.0190482825,0.02168449866,4.273090751
1.96,-0.002421564634,0.004251425166,-0.01678976055,0.01683853586,4.322745135
1.97,-0.002472101021,0.004238451225,-0.01436760675,0.01182403064,4.372588923
1.98,-0.002502125906,0.004187225185,-0.01180551318,0.006690048478,4.422621039
1.99,-0.002511286975,0.004098179248,-0.009128567268,0.00148687166,4.472840386
2,-0.002499437765,0.003972118001,-0.006363003052,-0.003734500149,4.52324584
2.01,-0.002466639141,0.003810210777,-0.003535932817,-0.008922850619,4.57383627
2.02,-0.002413158705,0.003613980677,-0.0006750764303,-0.01402721638,4.624610589
2.03,-0.002339468707,0.003385290012,0.002191438394,-0.01899739956,4.675567703
2.04,-0.002246241259,0.003126322155,0.005035443837,-0.023784495,4.726706482
2.05,-0.002134341746,0.002839560202,0.007828986868,-0.02834137381,4.778025767
2.06,-0.002004820323,0.002527762704,0.01054460634,-0.03262314486,4.829524373
2.07,-0.001858901575,0.002193936699,0.01315560469,-0.03658759367,4.881201088
2.08,-0.00169797246,0.001841308332,0.01563631245,-0.04019559451,4.933054684
2.09,-0.00152356863,0.001473291316,0.01796234203,-0.04341149262,4.985083919
2.1,-0.001337359293,0.001093453575,0.02011082921,-0.04620345276,5.037287542
2.11,-0.001141130743,0.0007054823627,0.02206065927,-0.04854377168,5.089664302
2.12,-0.0009367687326,0.0003131482,0.02379267603,-0.05040915126,5.142212954
2.13,-0.0007262398603,-7.97E-05,0.02528987143,-0.05178093018,5.194932263
2.14,-0.000511572154,-0.0004693325062,0.02653755415,-0.05264527181,5.247821013
2.15,-0.0002948350435,-0.0008518559536,0.02752349523,-0.05299330635,5.300878007
2.16,-7.81E-05,-0.001223571012,0.02823804961,-0.05282122562,5.354102075
2.17,0.0001364855261,-0.001580848942,0.02867425215,-0.05213032927,5.407492079
2.18,0.0003469079538,-0.001920199426,0.02882788721,-0.0509270213,5.461046907
2.19,0.0005511188552,-0.002238305062,0.02869753121,-0.04922275657,5.514765482
2.2,0.0007471496187,-0.002532054237,0.02828456743,-0.04703393726,5.568646756
2.21,0.0009331120062,-0.002798572012,0.02759317325,-0.04438175958,5.622689713
2.22,0.001107216837,-0.003035248738,0.02663027941,-0.04129201203,5.67689336
2.23,0.001267791701,-0.003239766084,0.02540550224,-0.03779482671,5.731256727
2.24,0.001413297511,-0.003410120211,0.02393104893,-0.03392438593,5.785778863
2.25,0.001542343751,-0.00354464186,0.02222159717,-0.02971858691,5.840458827
2.26,0.001653702247,-0.003642013121,0.02029415007,-0.02521866817,5.895295683
2.27,0.001746319331,-0.003701280729,0.01816786794,-0.02046880121,5.950288497
2.28,0.00181932628,-0.003721865726,0.01586387855,-0.01551565215,6.005436324
2.29,0.001872047921,-0.003703569405,0.01340506774,-0.01040791796,6.06073821
2.3,0.001904009321,-0.003646575467,0.01081585256,-0.005195842394,6.11619318
2.31,0.001914940484,-0.003551448374,0.008121939124,6.93E-05,6.171800236
2.32,0.001904779019,-0.003419127923,0.005350067736,0.005335628063,6.227558353
2.33,0.001873670759,-0.003250920104,0.002527747706,0.01055133619,6.283466476
2.34,0.0018219683,-0.003048484329,-0.0003170152723,0.01566503713,6.339523518
2.35,0.001750227501,-0.00281381719,-0.003155996762,0.02062635226,6.39572836
2.36,0.001659201975,-0.002549232904,-0.005961033036,0.02538638931,6.45207985
2.37,0.001549835607,-0.00225734064,-0.008704300097,0.02989822105,6.508576808
2.38,0.001423253206,-0.001941018977,-0.0113585889,0.03411734385,6.565218028
2.39,0.001280749357,-0.001603387725,-0.01389757473,0.03800211175,6.622002281
2.4,0.001123775104,-0.001247776066,-0.01629614287,0.04151432163,6.678928247
2.41,0.0009539217834,-0.000877685493,-0.0185308133,0.04462000984,6.735994308
2.42,0.0007729079699,-0.0004967590249,-0.02057937777,0.04728873979,6.793198765
2.43,0.0005825616863,-0.0001087472513,-0.02242157512,0.04949412498,6.85053992
2.44,0.0003848023643,0.0002825280609,-0.02403918275,0.05121426697,6.908016083
2.45,0.0001816219043,0.0006732111446,-0.02541619635,0.05243198005,6.965625577
2.46,-2.49E-05,0.001059449791,-0.02653898795,0.05313496517,7.023366742
2.47,-0.0002327909398,0.001437432932,-0.02739644051,0.05331593743,7.08123794
2.48,-0.0004398564942,0.001803427883,-0.02798005804,0.05297270594,7.139237562
2.49,-0.0006440506551,0.002153816898,-0.02828404974,0.05210820473,7.197364026
2.5,-0.000843321473,0.002485132669,-0.02830538784,0.05073047407,7.25561578
2.51,-0.0010356663,0.002794092426,-0.02804383787,0.04885259173,7.313991304
2.52,-0.00121915157,0.003077630299,-0.02750196179,0.04649255432,7.372489107
2.53,-0.001391931902,0.003332927616,-0.02668509309,0.04367310949,7.431107726
2.54,-0.001552268339,0.003557440814,-0.02560128492,0.04042153998,7.489845722
2.55,-0.001698545531,0.003748926703,-0.02426123081,0.03676940163,7.548701677
2.56,-0.001829287709,0.003905464788,-0.02267815964,0.03275221743,7.607674186
2.57,-0.001943173279,0.004025476443,-0.02086770507,0.02840913096,7.666761855
2.58,-0.00203904789,0.004107740713,-0.01884775136,0.02378252235,7.725963295
2.59,-0.002115935853,0.0041514066,-0.01663825656,0.01891759119,7.785277113
2.6,-0.002173049791,0.004156001681,-0.01426105528,0.01386191056,7.844701907
2.61,-0.002209798434,0.004121436994,-0.01173964271,0.008664957174,7.904236262
2.62,-0.002225792458,0.004048008122,-0.009098942133,0.003377622713,7.963878743
2.63,-0.002220848344,0.003936392477,-0.00636505839,-0.001948288485,8.023627891
2.64,-0.002194990188,0.003787642824,-0.003565019542,-0.007260569887,8.083482221
2.65,-0.002148449465,0.003603177103,-0.000726509599,-0.01250712621,8.143440218
2.66,-0.002081662736,0.003384764664,0.00212240536,-0.01763648444,8.203500336
2.67,-0.001995267332,0.003134509063,0.004953554486,-0.02259829755,8.263660998
2.68,-0.001890095054,0.002854827598,0.007738940681,-0.02734383585,8.323920596
2.69,-0.001767165001,0.002548431483,0.01045087711,-0.03182596762,8.384277777
2.7,-0.001627678088,0.002218312931,0.01306178501,-0.03599830544,8.444732278
2.71,-0.001473000133,0.001867708349,0.0155457358,-0.03981843037,8.505284096
2.72,-0.001304649593,0.001500062354,0.01787788714,-0.04324790596,8.565933214
2.73,-0.001124282382,0.001118993156,0.02003491133,-0.04625221404,8.626679605
2.74,-0.0009336753292,0.0007282563661,0.02199522805,-0.04880107847,8.687523239
2.75,-0.0007347084234,0.0003317074729,0.0237392195,-0.05086876367,8.748464089
2.76,-0.0005293460318,-6.67E-05,0.02524942616,-0.05243432971,8.809502137
2.77,-0.0003196172785,-0.0004631369952,0.02651072099,-0.05348184141,8.87063738
2.78,-0.0001075957749,-0.0008535715224,0.02751046051,-0.05400052909,8.931869834
2.79,0.0001046210937,-0.001234174629,0.02823861116,-0.05398489935,8.99319954
2.8,0.0003149331222,-0.001601175702,0.02868784977,-0.05343479442,9.054626567
2.81,0.0005212582691,-0.001950936917,0.02885363708,-0.05235539918,9.116151013
2.82,0.0007215534628,-0.002279989721,0.02873426351,-0.05075719509,9.177773007
2.83,0.0009138350221,-0.00258506967,0.02833086682,-0.04865586118,9.239492709
2.84,0.001096198487,-0.002863149254,0.02764742118,-0.0460721225,9.30131031
2.85,0.001266837662,-0.003111468384,0.0266906982,-0.04303154703,9.363226027
2.86,0.001424062682,-0.003327562222,0.02547019955,-0.03956429278,9.425240101
2.87,0.001566316916,-0.003509286055,0.02399806268,-0.03570480734,9.487352791
2.88,0.001692192545,-0.003654836961,0.02228893961,-0.03149148289,9.549564372
2.89,0.001800444649,-0.00376277204,0.02035985092,-0.02696626997,9.611875125
2.9,0.001890003672,-0.003832023004,0.01823001553,-0.0221742544,9.674285334
2.91,0.001959986128,-0.003861906987,0.01592065873,-0.01716320162,9.736795278
2.92,0.002009703449,-0.003852133456,0.01345479977,-0.01198307374,9.799405226
2.93,0.002038668881,-0.003802807154,0.0108570216,-0.006685524384,9.862115432
2.94,0.002046602362,-0.003714427053,0.008153224891,-0.001323377088,9.924926128
2.95,0.002033433329,-0.003587881333,0.005370368871,0.004049907105,9.987837519
2.96,0.001999301432,-0.00342443845,0.002536201646,0.00938076719,10.05084978
2.97,0.001944555153,-0.003225734366,-0.0003210166298,0.01461608184,10.11396307
2.98,0.001869748313,-0.002993756024,-0.003172798041,0.01970371199,10.17717746
2.99,0.001775634489,-0.002730821434,-0.005990718455,0.02459300762,10.24049302
3,0.001663159515,-0.002439556499,-0.008746690107,0.02923530592,10.30390978
3.01,0.001533452037,-0.002122868802,-0.01141324532,0.03358441383,10.36742774
3.02,0.00138781225,-0.001783918617,-0.01396381037,0.03759706412,10.43104688
3.03,0.001227698921,-0.001426087434,-0.01637297064,0.04123334168,10.49476716
3.04,0.001054714832,-0.001052944324,-0.0186167238,0.04445707667,10.55858853
3.05,0.000870590789,-0.0006682104522,-0.02067271923,0.04723620075,10.62251094
3.06,0.0006771683564,-0.0002757221059,-0.02252048056,0.04954306365,10.68653432
3.07,0.000476381484,0.0001206074182,-0.02414160991,0.05135470687,10.75065863
3.08,0.0002702372182,0.0005168266963,-0.02551997117,0.05265309245,10.81488382
3.09,6.08E-05,0.0009089854527,-0.02664185101,0.05342528417,10.87920987
3.1,-0.000149850478,0.001293173851,-0.02749609577,0.05366357962,10.94363679
3.11,-0.0003595969615,0.001665561415,-0.02807422283,0.05336559138,11.0081646
3.12,-0.0005663488149,0.002022435205,-0.02837050562,0.05253427623,11.07279335
3.13,-0.000768041332,0.00236023686,-0.02838203106,0.05117791164,11.13752312
3.14,-0.0009626606602,0.002675598153,-0.02810872912,0.04931001925,11.20235405
3.15,-0.001148263901,0.002965374679,-0.02755337384,0.04694923556,11.26728626
3.16,-0.001322998508,0.003226677353,-0.02672155626,0.04411913062,11.33231994
3.17,-0.00148512078,0.003456901375,-0.02562162883,0.04084797628,11.39745529
3.18,-0.001633013279,0.003653752372,-0.02426462249,0.03716846571,11.46269252
3.19,-0.001765200981,0.003815269436,-0.02266413658,0.03311738719,11.52803188
3.2,-0.001880366007,0.003939844818,-0.02083620329,0.02873525515,11.59347362
3.21,-0.001977360788,0.004026240073,-0.01879912739,0.02406590255,11.65901799
3.22,-0.002055219524,0.004073598474,-0.01657330334,0.01915603864,11.72466524
3.23,-0.002113167826,0.004081453578,-0.01418101119,0.01405477734,11.79041562
3.24,-0.002150630447,0.004049733855,-0.01164619379,0.008813141118,11.85626936
3.25,-0.002167237012,0.003978763326,-0.008994217109,0.003483545938,11.92222667
3.26,-0.002162825969,0.003869258322,-0.006251650871,-0.00188071362,11.98828768
3.27,-0.002137446635,0.003722319878,-0.003446029641,-0.007226055845,12.05445226
3.28,-0.002091356792,0.003539421221,-0.0006052658618,-0.01249929076,12.12072018
3.29,-0.002025020795,0.003322392724,0.00224228948,-0.01764799799,12.18709118
3.3,-0.001939104921,0.003073403638,0.005068219732,-0.02262100605,12.25356499
3.31,-0.001834470715,0.002794940485,0.007844325613,-0.02736889717,12.32014127
3.32,-0.001712166381,0.002489782325,0.01054290628,-0.03184449471,12.38681969
3.33,-0.001573416329,0.002160973149,0.01313703493,-0.0360033275,12.45359989
3.34,-0.001419608954,0.001811791685,0.01560082699,-0.03980406668,12.52048146
3.35,-0.001252282796,0.001445718896,0.0179096974,-0.04320893146,12.58746402
3.36,-0.001072941667,0.001065994658,0.02006320669,-0.04623856491,12.65452747
3.37,-0.000882453703,0.0006742547102,0.02214114062,-0.04909611376,12.72157303
3.38,-0.0006820004558,0.0002716052922,0.02409886395,-0.05184677259,12.78848223
3.39,-0.0004727652053,-0.0001409297848,0.02593225213,-0.05449788749,12.85513664
3.4,-0.0002549126709,-0.0005645343598,0.02777319005,-0.05734039423,12.9213364
